net,length_um
net1683,4.42
_02754_,4.4
_03128_,4.38
_00948_,4.375
_02534_,4.36
_04273_,4.36
_04766_,4.36
_05155_,4.36
_05498_,4.36
_05516_,4.36
_05638_,4.36
_05992_,4.36
_06107_,4.36
_06195_,4.36
_06311_,4.36
_06326_,4.36
_06595_,4.36
_06642_,4.36
_07120_,4.36
_07187_,4.36
_07351_,4.36
_07477_,4.36
_07536_,4.36
_07753_,4.36
net356,4.36
_00254_,4.34
_00265_,4.34
_00555_,4.34
_00669_,4.34
_00861_,4.34
_01200_,4.34
_01302_,4.34
_01353_,4.34
_01421_,4.34
_01470_,4.34
_01714_,4.34
_01739_,4.34
_01980_,4.34
_02093_,4.34
_02492_,4.34
_02554_,4.34
_02663_,4.34
_02711_,4.34
_03096_,4.34
_03663_,4.34
_03769_,4.34
_04444_,4.34
_04664_,4.34
_04757_,4.34
_05371_,4.34
_05428_,4.34
_05544_,4.34
_05584_,4.34
_05807_,4.34
_05879_,4.34
_05998_,4.34
_06185_,4.34
_06293_,4.34
_06456_,4.34
_06467_,4.34
_06842_,4.34
_06856_,4.34
_06865_,4.34
_07108_,4.34
_07128_,4.34
_07521_,4.34
_07828_,4.34
_07850_,4.34
_07857_,4.34
_07984_,4.34
memory._0294_\[1386\],4.34
memory._0294_\[2041\],4.34
memory._0294_\[330\],4.34
net449,4.34
net553,4.34
net727,4.34
net813,4.34
net849,4.34
net858,4.34
net1020,4.34
net1274,4.34
net1295,4.34
net1461,4.34
net1513,4.34
net1583,4.34
_03880_,4.32
_00979_,4.305
_01001_,4.305
_01315_,4.305
_01643_,4.265
_01985_,4.265
_01892_,4.26
_02564_,4.26
_00623_,4.24
_02223_,4.24
_04047_,4.24
_04072_,4.24
_04603_,4.24
_04669_,4.24
_04936_,4.24
net500,4.24
net827,4.24
net1040,4.24
net1237,4.24
net1451,4.24
net1623,4.24
net1676,4.24
_00206_,4.22
_00294_,4.22
_00334_,4.22
_00409_,4.22
_00413_,4.22
_00969_,4.22
_01337_,4.22
_01497_,4.22
_01756_,4.22
_02214_,4.22
_02293_,4.22
_02296_,4.22
_04531_,4.22
_06119_,4.22
_06299_,4.22
_070_\[7\],4.22
_07427_,4.22
_07912_,4.22
memory._0294_\[147\],4.22
memory._0294_\[1810\],4.22
memory._0294_\[1843\],4.22
memory._0294_\[2035\],4.22
net661,4.22
_03346_,4.2
_03789_,4.2
_04458_,4.2
_05552_,4.2
i2c_addr_i[4],4.2
i2c_addr_i[6],4.2
net728,4.2
net952,4.2
net1025,4.2
net1062,4.2
net1497,4.2
net1618,4.2
net1677,4.2
_00540_,4.185
_02304_,4.165
_01383_,4.145
_01547_,4.145
_01825_,4.145
_03748_,4.14
_03821_,4.14
_04380_,4.14
_04403_,4.14
_04732_,4.14
_04937_,4.14
_05169_,4.14
_05175_,4.14
net514,4.14
net535,4.14
net588,4.14
net619,4.14
net676,4.14
net770,4.14
net877,4.14
net889,4.14
net1294,4.14
net1360,4.14
net1441,4.14
net1567,4.14
net1569,4.14
_00281_,4.12
_00427_,4.12
_00457_,4.12
_00596_,4.12
_00676_,4.12
_00727_,4.12
_00803_,4.12
_00972_,4.12
_01061_,4.12
_01079_,4.12
_01221_,4.12
_01247_,4.12
_01438_,4.12
_01451_,4.12
_01504_,4.12
_01552_,4.12
_01767_,4.12
_01988_,4.12
_02001_,4.12
_02133_,4.12
_02371_,4.12
_02412_,4.12
_04209_,4.12
_04993_,4.12
_06767_,4.12
_07844_,4.12
i2c_master._52_,4.12
net350,4.12
net353,4.12
net940,4.12
net1370,4.12
_00318_,4.1
_01169_,4.1
_01452_,4.1
_01627_,4.1
_02047_,4.1
_02099_,4.1
_02336_,4.1
_02399_,4.1
_03251_,4.1
_03288_,4.1
_04774_,4.1
memory._0294_\[1861\],4.1
net911,4.1
net1101,4.1
_00432_,4.08
_00625_,4.08
_00673_,4.08
_00694_,4.08
_00744_,4.08
_00745_,4.08
_00950_,4.08
_01430_,4.08
_01538_,4.08
_02180_,4.08
_02408_,4.08
_02561_,4.08
_04342_,4.075
_00636_,4.045
_00169_,4.02
_00355_,4.02
_00624_,4.02
_00772_,4.02
_00822_,4.02
_01362_,4.02
_01472_,4.02
_01477_,4.02
_01493_,4.02
_01859_,4.02
_02682_,4.02
_04375_,4.02
_04952_,4.02
_05322_,4.02
_00098_,4
_00124_,4
_00126_,4
_00144_,4
_00192_,4
_00197_,4
_00282_,4
_00290_,4
_00403_,4
_00500_,4
_00575_,4
_00576_,4
_00637_,4
_00840_,4
_00944_,4
_00977_,4
_00999_,4
_01004_,4
_01075_,4
_01108_,4
_01156_,4
_01173_,4
_01176_,4
_01182_,4
_01214_,4
_01297_,4
_01433_,4
_01467_,4
_01541_,4
_01659_,4
_01667_,4
_01686_,4
_01912_,4
_01959_,4
_02069_,4
_02103_,4
_02349_,4
_02422_,4
_02586_,4
_04064_,4
_04084_,4
_04141_,4
_04189_,4
_04236_,4
_04681_,4
_04725_,4
_04789_,4
_04889_,4
_04981_,4
_05149_,4
_05164_,4
_05263_,4
_05408_,4
_05477_,4
_05493_,4
_05548_,4
_05864_,4
_06007_,4
_06102_,4
_06354_,4
_06533_,4
_06587_,4
_06592_,4
_06825_,4
_06906_,4
_06953_,4
_07000_,4
_07053_,4
_07225_,4
_07286_,4
_07333_,4
_07381_,4
_07518_,4
_07537_,4
_07604_,4
_07762_,4
_07961_,4
_096_\[17\],4
memory._0294_\[313\],4
memory._0294_\[684\],4
memory._0294_\[752\],4
memory._0294_\[837\],4
net436,4
net621,4
net804,4
net1474,4
net1668,4
_01255_,3.98
_01722_,3.98
_07488_,3.98
_06611_,3.94
_01813_,3.925
_02320_,3.925
_02329_,3.925
p_reset,3.91
_02456_,3.9
_02814_,3.9
_04649_,3.9
_04688_,3.9
_05244_,3.9
_05494_,3.9
_05681_,3.9
_05745_,3.9
_05753_,3.9
_05776_,3.9
_05854_,3.9
_05868_,3.9
_05889_,3.9
_05942_,3.9
_06001_,3.9
_06153_,3.9
_06159_,3.9
_06378_,3.9
_06617_,3.9
_06677_,3.9
_06696_,3.9
_06759_,3.9
_06900_,3.9
_06927_,3.9
_06955_,3.9
_07238_,3.9
_07284_,3.9
_07300_,3.9
_07396_,3.9
_07706_,3.9
_07818_,3.9
_07824_,3.9
_07926_,3.9
_00376_,3.88
_00535_,3.88
_00544_,3.88
_00672_,3.88
_00695_,3.88
_00796_,3.88
_00976_,3.88
_00987_,3.88
_01171_,3.88
_01371_,3.88
_01605_,3.88
_02105_,3.88
_02203_,3.88
_02273_,3.88
_02496_,3.88
_02694_,3.88
_03158_,3.88
_03358_,3.88
_03841_,3.88
_04104_,3.88
_04157_,3.88
_04339_,3.88
_04376_,3.88
_04702_,3.88
_04787_,3.88
_04836_,3.88
_04947_,3.88
_05171_,3.88
_05409_,3.88
_05495_,3.88
_05546_,3.88
_05905_,3.88
_05927_,3.88
_06047_,3.88
_06337_,3.88
_06359_,3.88
_06437_,3.88
_06591_,3.88
_06689_,3.88
_06718_,3.88
_06875_,3.88
_06986_,3.88
_07094_,3.88
_07151_,3.88
_07266_,3.88
_07277_,3.88
_07327_,3.88
_07581_,3.88
_07592_,3.88
_07602_,3.88
memory._0294_\[378\],3.88
net337,3.88
net447,3.88
net507,3.88
net633,3.88
net643,3.88
net747,3.88
net812,3.88
net897,3.88
net922,3.88
net1017,3.88
net1108,3.88
net1162,3.88
net1282,3.88
net1327,3.88
net1482,3.88
net1508,3.88
net1559,3.88
_05468_,3.875
_00337_,3.86
_00970_,3.86
_02009_,3.86
_02646_,3.86
_04541_,3.86
i2c_addr_i[5],3.86
_00270_,3.845
_00485_,3.845
_00564_,3.845
_00606_,3.845
_00658_,3.845
_01447_,3.845
_01897_,3.845
_00238_,3.78
_02118_,3.78
_03398_,3.78
_03869_,3.78
_04410_,3.78
_04929_,3.78
net456,3.78
net517,3.78
net520,3.78
net540,3.78
net624,3.78
net869,3.78
net960,3.78
net1027,3.78
net1074,3.78
net1090,3.78
net1246,3.78
net1251,3.78
net1259,3.78
net1321,3.78
net1434,3.78
net1493,3.78
net1561,3.78
net1563,3.78
net1578,3.78
_04467_,3.77
memory._0294_\[823\],3.77
_00229_,3.76
_00251_,3.76
_00271_,3.76
_00359_,3.76
_00362_,3.76
_00365_,3.76
_00488_,3.76
_00578_,3.76
_00615_,3.76
_00828_,3.76
_01093_,3.76
_01124_,3.76
_01257_,3.76
_01442_,3.76
_01502_,3.76
_01692_,3.76
_02157_,3.76
_02210_,3.76
_04397_,3.76
_04418_,3.76
_06806_,3.76
_02875_,3.74
_03674_,3.74
net684,3.74
net1148,3.74
_07080_,3.71
_00171_,3.705
_01641_,3.685
_01900_,3.685
_01901_,3.685
_01957_,3.685
_02982_,3.68
_03225_,3.68
_03345_,3.68
_04351_,3.68
net455,3.68
net712,3.68
net742,3.68
net842,3.68
net1068,3.68
net1122,3.68
net1155,3.68
net1183,3.68
net1206,3.68
net1316,3.68
net1344,3.68
net1374,3.68
net1413,3.68
net1440,3.68
net1495,3.68
net1593,3.68
net808,3.67
378$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:1039$12.$result\[0\],3.66
_00103_,3.66
_00223_,3.66
_00332_,3.66
_00494_,3.66
_00552_,3.66
_00627_,3.66
_00655_,3.66
_00688_,3.66
_00848_,3.66
_01090_,3.66
_01152_,3.66
_01192_,3.66
_01193_,3.66
_01250_,3.66
_01273_,3.66
_01596_,3.66
_01733_,3.66
_01804_,3.66
_01861_,3.66
_01964_,3.66
_02060_,3.66
_02106_,3.66
_02220_,3.66
_02416_,3.66
net328,3.66
net342,3.66
net725,3.66
net816,3.66
net996,3.66
net1301,3.66
net1377,3.66
_00224_,3.64
_00277_,3.64
_00379_,3.64
_00890_,3.64
_01099_,3.64
_01175_,3.64
_01469_,3.64
_01543_,3.64
_01556_,3.64
net853,3.64
net1141,3.64
_01428_,3.585
_00368_,3.56
_00629_,3.56
_01003_,3.56
_01085_,3.56
_01514_,3.56
_01917_,3.56
_01977_,3.56
_02154_,3.56
_04230_,3.56
i2c_master.byte_ctrl._115_,3.56
_02075_,3.545
_00106_,3.54
_00110_,3.54
_00153_,3.54
_00185_,3.54
_00296_,3.54
_00360_,3.54
_00377_,3.54
_00386_,3.54
_00447_,3.54
_00454_,3.54
_00481_,3.54
_00546_,3.54
_00587_,3.54
_00648_,3.54
_00664_,3.54
_00760_,3.54
_00820_,3.54
_00830_,3.54
_00839_,3.54
_00879_,3.54
_00896_,3.54
_01015_,3.54
_01019_,3.54
_01076_,3.54
_01081_,3.54
_01083_,3.54
_01188_,3.54
_01212_,3.54
_01296_,3.54
_01390_,3.54
_01530_,3.54
_01540_,3.54
_01594_,3.54
_01620_,3.54
_01700_,3.54
_01727_,3.54
_01793_,3.54
_01821_,3.54
_01902_,3.54
_02012_,3.54
_02034_,3.54
_02082_,3.54
_02089_,3.54
_02341_,3.54
_02350_,3.54
_02355_,3.54
_02377_,3.54
_02445_,3.54
_02486_,3.54
_02630_,3.54
_02642_,3.54
_02809_,3.54
_02811_,3.54
_03068_,3.54
_03079_,3.54
_03645_,3.54
_03798_,3.54
_03855_,3.54
_04091_,3.54
_04829_,3.54
_04938_,3.54
_04980_,3.54
_05150_,3.54
_05497_,3.54
_05528_,3.54
_05831_,3.54
_05872_,3.54
_05895_,3.54
_06398_,3.54
_06544_,3.54
_06990_,3.54
_06996_,3.54
_07265_,3.54
_07497_,3.54
_07593_,3.54
_07725_,3.54
_07924_,3.54
_07972_,3.54
_07988_,3.54
i2c_master.byte_ctrl.bit_ctrl._031_\[6\],3.54
i2c_master.byte_ctrl.bit_ctrl._146_,3.54
memory._0294_\[1755\],3.54
net399,3.54
net410,3.54
net418,3.54
net439,3.54
net478,3.54
net542,3.54
net567,3.54
net1023,3.54
net1050,3.54
net1095,3.54
_00469_,3.52
_01482_,3.52
_03584_,3.52
_05360_,3.52
_06147_,3.52
_02321_,3.505
_03313_,3.46
_06554_,3.46
_04326_,3.45
_02428_,3.44
_02444_,3.44
_02447_,3.44
_02808_,3.44
_04383_,3.44
_04726_,3.44
_04814_,3.44
_05496_,3.44
_05656_,3.44
_05784_,3.44
_05800_,3.44
_05825_,3.44
_05847_,3.44
_05848_,3.44
_05849_,3.44
_06014_,3.44
_06090_,3.44
_06095_,3.44
_06096_,3.44
_06146_,3.44
_06165_,3.44
_06275_,3.44
_06362_,3.44
_06420_,3.44
_06574_,3.44
_06590_,3.44
_06596_,3.44
_06680_,3.44
_06703_,3.44
_06849_,3.44
_06938_,3.44
_07029_,3.44
_07064_,3.44
_07088_,3.44
_07292_,3.44
_07304_,3.44
_07345_,3.44
_07432_,3.44
_07546_,3.44
_07769_,3.44
_07791_,3.44
_07867_,3.44
_00194_,3.42
_00306_,3.42
_00467_,3.42
_00698_,3.42
_01109_,3.42
_01397_,3.42
_02278_,3.42
_02451_,3.42
_02575_,3.42
_02598_,3.42
_02606_,3.42
_02627_,3.42
_02730_,3.42
_02769_,3.42
_03132_,3.42
_03301_,3.42
_03332_,3.42
_03407_,3.42
_03421_,3.42
_03690_,3.42
_03762_,3.42
_03833_,3.42
_03945_,3.42
_04008_,3.42
_04358_,3.42
_04559_,3.42
_04738_,3.42
_04833_,3.42
_04872_,3.42
_05109_,3.42
_05120_,3.42
_05202_,3.42
_05363_,3.42
_05474_,3.42
_05489_,3.42
_05860_,3.42
_05958_,3.42
_06161_,3.42
_06255_,3.42
_06922_,3.42
_07004_,3.42
_07175_,3.42
_07186_,3.42
_07380_,3.42
_07562_,3.42
_07622_,3.42
_07662_,3.42
_08006_,3.42
memory._0294_\[937\],3.42
net462,3.42
net682,3.42
net923,3.42
net985,3.42
net1088,3.42
net1185,3.42
net1267,3.42
net1364,3.42
net1386,3.42
net1573,3.42
_02325_,3.415
_05443_,3.415
_01186_,3.4
_01335_,3.4
_01698_,3.4
_02196_,3.4
_06958_,3.4
i2c_read_e,3.4
_00400_,3.385
_00528_,3.385
_01277_,3.385
_01400_,3.385
_00234_,3.32
_00314_,3.32
_00696_,3.32
_01157_,3.32
_01164_,3.32
_01521_,3.32
_03321_,3.32
_03351_,3.32
_04199_,3.32
_04392_,3.32
_04857_,3.32
_04864_,3.32
net467,3.32
net503,3.32
net665,3.32
net718,3.32
net721,3.32
net786,3.32
net892,3.32
net946,3.32
net989,3.32
net994,3.32
net1010,3.32
net1093,3.32
net1097,3.32
net1188,3.32
net1216,3.32
net1227,3.32
net1230,3.32
net1330,3.32
net1333,3.32
net1353,3.32
net1399,3.32
net1405,3.32
net1422,3.32
net1532,3.32
net1581,3.32
net1585,3.32
net1624,3.32
net1647,3.32
net1660,3.32
net1663,3.32
net1680,3.32
_00315_,3.3
_00380_,3.3
_00458_,3.3
_00787_,3.3
_00831_,3.3
_00903_,3.3
_00957_,3.3
_00997_,3.3
_01041_,3.3
_01072_,3.3
_01084_,3.3
_01185_,3.3
_01238_,3.3
_01342_,3.3
_01489_,3.3
_01567_,3.3
_01568_,3.3
_01623_,3.3
_01690_,3.3
_01824_,3.3
_01845_,3.3
_01954_,3.3
_02015_,3.3
_02252_,3.3
_02261_,3.3
_02339_,3.3
_02395_,3.3
_03875_,3.3
_05081_,3.3
_05679_,3.3
_06808_,3.3
net990,3.3
net1213,3.3
net1614,3.3
_01064_,3.245
_01162_,3.245
_02308_,3.245
_02318_,3.245
_00477_,3.225
_01045_,3.225
_01290_,3.225
_01513_,3.225
_01535_,3.225
_03556_,3.22
_04382_,3.22
_04906_,3.22
_05160_,3.22
net464,3.22
net465,3.22
net489,3.22
net573,3.22
net590,3.22
net617,3.22
net681,3.22
net743,3.22
net758,3.22
net826,3.22
net967,3.22
net972,3.22
net982,3.22
net1008,3.22
net1071,3.22
net1080,3.22
net1112,3.22
net1154,3.22
net1193,3.22
net1220,3.22
net1249,3.22
net1357,3.22
net1362,3.22
net1368,3.22
net1402,3.22
net1407,3.22
net1477,3.22
net1516,3.22
net1616,3.22
net1658,3.22
_00149_,3.2
_00250_,3.2
_00252_,3.2
_00274_,3.2
_00344_,3.2
_00366_,3.2
_00398_,3.2
_00475_,3.2
_00497_,3.2
_00502_,3.2
_00516_,3.2
_00526_,3.2
_00527_,3.2
_00599_,3.2
_00600_,3.2
_00607_,3.2
_00711_,3.2
_00738_,3.2
_00740_,3.2
_00792_,3.2
_00795_,3.2
_00836_,3.2
_00843_,3.2
_00859_,3.2
_00866_,3.2
_00867_,3.2
_00893_,3.2
_00908_,3.2
_00996_,3.2
_01054_,3.2
_01067_,3.2
_01071_,3.2
_01077_,3.2
_01118_,3.2
_01129_,3.2
_01204_,3.2
_01242_,3.2
_01251_,3.2
_01265_,3.2
_01278_,3.2
_01292_,3.2
_01340_,3.2
_01511_,3.2
_01572_,3.2
_01581_,3.2
_01625_,3.2
_01652_,3.2
_01748_,3.2
_01754_,3.2
_01863_,3.2
_01872_,3.2
_01916_,3.2
_01946_,3.2
_02044_,3.2
_02076_,3.2
_02110_,3.2
_02166_,3.2
_02233_,3.2
_02235_,3.2
_02241_,3.2
_02249_,3.2
_02367_,3.2
_02378_,3.2
_02390_,3.2
_02396_,3.2
i2c_master.byte_ctrl.bit_ctrl._056_,3.2
net596,3.2
net688,3.2
net1269,3.2
net1296,3.2
net1318,3.2
_00295_,3.18
_00949_,3.18
_01151_,3.18
_01601_,3.18
net375,3.18
_02309_,3.175
_00129_,3.1
_00551_,3.1
_00800_,3.1
_01007_,3.1
_01059_,3.1
_01291_,3.1
_01544_,3.1
_01655_,3.1
_01803_,3.1
_01831_,3.1
_01992_,3.1
_02183_,3.1
_02722_,3.1
_02734_,3.1
_03296_,3.1
_03805_,3.1
_05156_,3.1
_05438_,3.1
net1674,3.1
_00105_,3.08
_00122_,3.08
_00143_,3.08
_00146_,3.08
_00207_,3.08
_00237_,3.08
_00242_,3.08
_00245_,3.08
_00292_,3.08
_00632_,3.08
_00653_,3.08
_00671_,3.08
_00680_,3.08
_00709_,3.08
_00712_,3.08
_00713_,3.08
_00719_,3.08
_00739_,3.08
_00754_,3.08
_00758_,3.08
_00762_,3.08
_00775_,3.08
_00782_,3.08
_00783_,3.08
_00837_,3.08
_00870_,3.08
_00916_,3.08
_00922_,3.08
_00955_,3.08
_00983_,3.08
_00998_,3.08
_01012_,3.08
_01038_,3.08
_01044_,3.08
_01062_,3.08
_01125_,3.08
_01174_,3.08
_01177_,3.08
_01196_,3.08
_01206_,3.08
_01220_,3.08
_01294_,3.08
_01327_,3.08
_01376_,3.08
_01463_,3.08
_01505_,3.08
_01524_,3.08
_01591_,3.08
_01781_,3.08
_01969_,3.08
_02092_,3.08
_02109_,3.08
_02136_,3.08
_02184_,3.08
_02188_,3.08
_02236_,3.08
_02251_,3.08
_02281_,3.08
_02283_,3.08
_02291_,3.08
_02398_,3.08
_02415_,3.08
_02457_,3.08
_02485_,3.08
_02676_,3.08
_02929_,3.08
_03338_,3.08
_03873_,3.08
_03914_,3.08
_04279_,3.08
_04371_,3.08
_04449_,3.08
_04503_,3.08
_04653_,3.08
_04847_,3.08
_04954_,3.08
_05193_,3.08
_05224_,3.08
_05233_,3.08
_05245_,3.08
_05332_,3.08
_05333_,3.08
_05372_,3.08
_05376_,3.08
_05405_,3.08
_05723_,3.08
_06041_,3.08
_06057_,3.08
_06428_,3.08
_06535_,3.08
_06670_,3.08
_06672_,3.08
_07173_,3.08
_07264_,3.08
_07450_,3.08
_07487_,3.08
_07492_,3.08
_07583_,3.08
_07729_,3.08
_07779_,3.08
_07789_,3.08
_07930_,3.08
i2c_master.byte_ctrl.bit_ctrl._031_\[0\],3.08
net340,3.08
net442,3.08
net668,3.08
net774,3.08
net846,3.08
net1053,3.08
net1111,3.08
net1302,3.08
net1502,3.08
net1574,3.08
net1610,3.08
_03832_,3.06
_04775_,3.06
_05329_,3.06
_06550_,3.06
_07365_,3.06
_00187_,2.98
_00191_,2.98
_00200_,2.98
_01092_,2.98
_02515_,2.98
_02643_,2.98
_03794_,2.98
_03956_,2.98
_04790_,2.98
_04876_,2.98
_05518_,2.98
_05545_,2.98
_05611_,2.98
_05627_,2.98
_05641_,2.98
_05834_,2.98
_05887_,2.98
_06065_,2.98
_06068_,2.98
_06088_,2.98
_06128_,2.98
_06204_,2.98
_06243_,2.98
_06273_,2.98
_06418_,2.98
_06468_,2.98
_06514_,2.98
_06532_,2.98
_06649_,2.98
_06727_,2.98
_06775_,2.98
_06793_,2.98
_06874_,2.98
_06940_,2.98
_07084_,2.98
_07106_,2.98
_07126_,2.98
_07146_,2.98
_07296_,2.98
_07428_,2.98
_07684_,2.98
_07698_,2.98
_08003_,2.98
net1457,2.98
net1469,2.98
_00239_,2.96
_00486_,2.96
_00529_,2.96
_00570_,2.96
_00691_,2.96
_00899_,2.96
_00942_,2.96
_01002_,2.96
_01016_,2.96
_01223_,2.96
_01258_,2.96
_01336_,2.96
_01476_,2.96
_01598_,2.96
_01612_,2.96
_01633_,2.96
_01766_,2.96
_02262_,2.96
_02263_,2.96
_02507_,2.96
_02579_,2.96
_02706_,2.96
_03305_,2.96
_03422_,2.96
_03548_,2.96
_03572_,2.96
_03675_,2.96
_03722_,2.96
_03969_,2.96
_04097_,2.96
_04227_,2.96
_04368_,2.96
_04616_,2.96
_04711_,2.96
_04957_,2.96
_04982_,2.96
_05144_,2.96
_05323_,2.96
_05520_,2.96
_05763_,2.96
_05893_,2.96
_05931_,2.96
_06070_,2.96
_06145_,2.96
_06876_,2.96
_06885_,2.96
_07203_,2.96
_07226_,2.96
_07272_,2.96
_07449_,2.96
_07503_,2.96
_07631_,2.96
_07634_,2.96
_07721_,2.96
_07735_,2.96
_07906_,2.96
net335,2.96
net446,2.96
net524,2.96
net547,2.96
net689,2.96
net794,2.96
net977,2.96
net1022,2.96
net1415,2.96
net1464,2.96
net1611,2.96
_00157_,2.925
_00235_,2.925
_00304_,2.925
_00307_,2.925
_00638_,2.925
_00883_,2.925
_01027_,2.925
_01056_,2.925
_01074_,2.925
_01718_,2.925
_02337_,2.925
_05100_,2.87
_00289_,2.86
_01508_,2.86
_01647_,2.86
_01741_,2.86
_01850_,2.86
_02035_,2.86
_02314_,2.86
_02324_,2.86
_03114_,2.86
_03227_,2.86
_04069_,2.86
_05969_,2.86
_06116_,2.86
_06312_,2.86
net537,2.86
net592,2.86
net618,2.86
net648,2.86
net649,2.86
net750,2.86
net788,2.86
net821,2.86
net836,2.86
net868,2.86
net1006,2.86
net1007,2.86
net1034,2.86
net1055,2.86
net1113,2.86
net1173,2.86
net1177,2.86
net1187,2.86
net1293,2.86
net1335,2.86
net1487,2.86
net1630,2.86
net1650,2.86
_00321_,2.84
_00419_,2.84
_00436_,2.84
_00510_,2.84
_00517_,2.84
_00524_,2.84
_00531_,2.84
_00560_,2.84
_00580_,2.84
_00863_,2.84
_01112_,2.84
_01217_,2.84
_01348_,2.84
_01374_,2.84
_01551_,2.84
_01564_,2.84
_01665_,2.84
_01772_,2.84
_01837_,2.84
_01876_,2.84
_01895_,2.84
_01994_,2.84
_02238_,2.84
_02354_,2.84
_04861_,2.84
_04958_,2.84
_05530_,2.84
_07241_,2.84
net373,2.84
net1102,2.84
net325,2.835
net322,2.785
_00634_,2.765
_00641_,2.765
_01814_,2.765
_03487_,2.76
_03677_,2.76
_03813_,2.76
_03907_,2.76
_04317_,2.76
_04476_,2.76
_04719_,2.76
_04749_,2.76
_05455_,2.76
net485,2.76
net502,2.76
net644,2.76
net677,2.76
net714,2.76
net723,2.76
net741,2.76
net785,2.76
net793,2.76
net820,2.76
net900,2.76
net903,2.76
net929,2.76
net947,2.76
net1028,2.76
net1057,2.76
net1082,2.76
net1131,2.76
net1153,2.76
net1186,2.76
net1270,2.76
net1393,2.76
net1448,2.76
net1456,2.76
net1534,2.76
net1557,2.76
net1603,2.76
net1619,2.76
net1626,2.76
net1648,2.76
net1666,2.76
net1669,2.76
net1675,2.76
_00249_,2.74
_00253_,2.74
_00258_,2.74
_00276_,2.74
_00298_,2.74
_00299_,2.74
_00330_,2.74
_00343_,2.74
_00349_,2.74
_00369_,2.74
_00381_,2.74
_00392_,2.74
_00399_,2.74
_00408_,2.74
_00473_,2.74
_00496_,2.74
_00509_,2.74
_00512_,2.74
_00549_,2.74
_00562_,2.74
_00565_,2.74
_00566_,2.74
_00581_,2.74
_00582_,2.74
_00585_,2.74
_00659_,2.74
_00662_,2.74
_00667_,2.74
_00675_,2.74
_00728_,2.74
_00737_,2.74
_00791_,2.74
_00816_,2.74
_00832_,2.74
_00835_,2.74
_00841_,2.74
_00849_,2.74
_00885_,2.74
_00984_,2.74
_01013_,2.74
_01058_,2.74
_01101_,2.74
_01116_,2.74
_01132_,2.74
_01134_,2.74
_01139_,2.74
_01144_,2.74
_01158_,2.74
_01201_,2.74
_01215_,2.74
_01254_,2.74
_01341_,2.74
_01343_,2.74
_01350_,2.74
_01384_,2.74
_01395_,2.74
_01435_,2.74
_01475_,2.74
_01478_,2.74
_01480_,2.74
_01488_,2.74
_01494_,2.74
_01495_,2.74
_01519_,2.74
_01526_,2.74
_01534_,2.74
_01569_,2.74
_01580_,2.74
_01645_,2.74
_01720_,2.74
_01764_,2.74
_01779_,2.74
_01788_,2.74
_01880_,2.74
_01908_,2.74
_01926_,2.74
_01944_,2.74
_01981_,2.74
_02004_,2.74
_02013_,2.74
_02020_,2.74
_02043_,2.74
_02159_,2.74
_02161_,2.74
_02206_,2.74
_02228_,2.74
_02230_,2.74
_02274_,2.74
_02276_,2.74
_02282_,2.74
_02356_,2.74
_02370_,2.74
_02405_,2.74
_05091_,2.74
_07408_,2.74
net333,2.74
net581,2.74
net598,2.74
net683,2.74
net709,2.74
_00226_,2.72
_01512_,2.72
_02752_,2.72
_00148_,2.64
_00183_,2.64
_00214_,2.64
_00267_,2.64
_00268_,2.64
_00280_,2.64
_00371_,2.64
_00387_,2.64
_00393_,2.64
_00417_,2.64
_00470_,2.64
_00487_,2.64
_00490_,2.64
_00493_,2.64
_00498_,2.64
_00501_,2.64
_00504_,2.64
_00530_,2.64
_00533_,2.64
_00726_,2.64
_00748_,2.64
_00753_,2.64
_00779_,2.64
_00789_,2.64
_00793_,2.64
_00799_,2.64
_00846_,2.64
_00854_,2.64
_00869_,2.64
_00910_,2.64
_00934_,2.64
_00935_,2.64
_00982_,2.64
_00994_,2.64
_01011_,2.64
_01017_,2.64
_01021_,2.64
_01028_,2.64
_01036_,2.64
_01046_,2.64
_01047_,2.64
_01078_,2.64
_01094_,2.64
_01142_,2.64
_01179_,2.64
_01224_,2.64
_01264_,2.64
_01268_,2.64
_01293_,2.64
_01295_,2.64
_01306_,2.64
_01319_,2.64
_01356_,2.64
_01364_,2.64
_01365_,2.64
_01405_,2.64
_01500_,2.64
_01506_,2.64
_01523_,2.64
_01528_,2.64
_01548_,2.64
_01565_,2.64
_01570_,2.64
_01586_,2.64
_01632_,2.64
_01650_,2.64
_01664_,2.64
_01673_,2.64
_01694_,2.64
_01728_,2.64
_01731_,2.64
_01732_,2.64
_01738_,2.64
_01745_,2.64
_01753_,2.64
_01785_,2.64
_01791_,2.64
_01792_,2.64
_01796_,2.64
_01829_,2.64
_01840_,2.64
_01847_,2.64
_01868_,2.64
_01915_,2.64
_01998_,2.64
_02029_,2.64
_02032_,2.64
_02050_,2.64
_02072_,2.64
_02084_,2.64
_02100_,2.64
_02101_,2.64
_02134_,2.64
_02138_,2.64
_02139_,2.64
_02141_,2.64
_02144_,2.64
_02148_,2.64
_02163_,2.64
_02171_,2.64
_02192_,2.64
_02195_,2.64
_02204_,2.64
_02279_,2.64
_02287_,2.64
_02342_,2.64
_02381_,2.64
_03654_,2.64
_03979_,2.64
_04422_,2.64
_04691_,2.64
_04734_,2.64
_04750_,2.64
_04764_,2.64
_07690_,2.64
