net,length_um
memory._0294_\[1935\],14.28
_03639_,14.26
memory._0294_\[1503\],14.26
memory._0294_\[1544\],14.26
memory._0294_\[787\],14.24
_02790_,14.22
_03237_,14.22
_04295_,14.22
memory._0294_\[1135\],14.22
memory._0294_\[227\],14.22
_05052_,14.2
memory._0294_\[349\],14.2
memory._0294_\[1341\],14.18
memory._0294_\[1402\],14.18
memory._0294_\[1456\],14.18
memory._0294_\[1723\],14.18
memory._0294_\[496\],14.18
memory._0294_\[582\],14.18
memory._0294_\[694\],14.18
memory._0294_\[789\],14.18
_094_\[21\],14.14
i2c_master._66_\[2\],14.14
memory._0294_\[1061\],14.14
memory._0294_\[1079\],14.14
memory._0294_\[1395\],14.14
memory._0294_\[1519\],14.14
memory._0294_\[1717\],14.14
memory._0294_\[1805\],14.14
memory._0294_\[610\],14.14
memory._0294_\[901\],14.14
memory._0294_\[983\],14.14
_02022_,14.12
_04151_,14.12
_05390_,14.12
i2c_master._53_,14.12
_04769_,14.1
memory._0294_\[156\],14.1
memory._0294_\[806\],14.1
memory._0294_\[254\],14.095
memory._0294_\[2025\],14.07
_04354_,14.06
_070_\[2\],14.06
_07443_,14.06
memory._0294_\[1744\],14.06
memory._0294_\[1772\],14.06
_04960_,14.04
memory._0296_\[27\],14.04
_04197_,14.02
_06232_,14.02
memory._0294_\[1255\],14.02
memory._0294_\[1457\],14.02
memory._0294_\[526\],14.02
memory._0294_\[724\],14.02
_05162_,14.015
_00094_,14
memory._0294_\[31\],14
memory._0294_\[657\],14
i2c_master.byte_ctrl._117_\[0\],13.98
memory._0294_\[1023\],13.98
_02224_,13.96
_03871_,13.96
_04187_,13.96
_04545_,13.96
_05792_,13.96
_06706_,13.96
_07414_,13.96
memory._0294_\[1303\],13.96
memory._0294_\[1323\],13.96
memory._0294_\[1518\],13.96
memory._0294_\[1674\],13.96
memory._0294_\[1937\],13.96
memory._0294_\[2030\],13.96
memory._0294_\[842\],13.96
_02794_,13.955
_095_\[18\],13.95
_07917_,13.94
_07966_,13.94
memory._0294_\[1318\],13.94
memory._0294_\[1489\],13.94
_03531_,13.92
i2c_master.byte_ctrl.bit_ctrl._091_\[3\],13.92
memory._0294_\[1561\],13.92
memory._0294_\[1902\],13.92
_04828_,13.9
memory._0294_\[2012\],13.9
_096_\[10\],13.895
_03034_,13.88
_03830_,13.88
_05976_,13.88
memory._0294_\[1441\],13.88
memory._0294_\[1999\],13.88
memory._0294_\[459\],13.88
memory._0294_\[45\],13.88
_04492_,13.86
memory._0294_\[1017\],13.86
memory._0294_\[1217\],13.86
memory._0294_\[1240\],13.86
memory._0294_\[633\],13.86
_02731_,13.84
memory._0294_\[1083\],13.84
memory._0294_\[297\],13.84
memory._0294_\[54\],13.84
i2c_master._66_\[5\],13.825
memory._0294_\[1002\],13.82
_03322_,13.8
_06748_,13.8
memory._0294_\[1110\],13.8
memory._0294_\[1325\],13.8
memory._0294_\[1355\],13.8
memory._0294_\[1567\],13.8
memory._0294_\[158\],13.8
memory._0294_\[631\],13.8
_04164_,13.78
_08024_,13.78
_08025_,13.78
_03727_,13.76
_04869_,13.76
_06316_,13.76
memory._0294_\[2001\],13.76
memory._0294_\[387\],13.76
memory._0294_\[786\],13.76
memory._0294_\[911\],13.76
i2c_master._66_\[0\],13.745
_03141_,13.74
_04746_,13.72
_05377_,13.72
memory._0294_\[1218\],13.72
memory._0294_\[1443\],13.72
memory._0294_\[301\],13.72
memory._0294_\[764\],13.72
memory._0294_\[990\],13.72
_05132_,13.7
memory._0294_\[327\],13.7
_05027_,13.68
i2c_master.byte_ctrl._105_,13.68
memory._0294_\[1599\],13.68
memory._0294_\[333\],13.68
memory._0294_\[850\],13.68
memory._0294_\[908\],13.68
_01226_,13.66
_04439_,13.66
_03724_,13.645
_02550_,13.64
memory._0294_\[750\],13.64
_01762_,13.62
_03526_,13.62
_05812_,13.62
_094_\[24\],13.62
i2c_master.byte_ctrl.bit_ctrl._089_\[0\],13.61
_03600_,13.6
memory._0294_\[749\],13.6
memory._0294_\[830\],13.6
_04990_,13.59
_02701_,13.58
i2c_master.byte_ctrl.bit_ctrl._154_\[11\],13.58
memory._0294_\[1244\],13.58
memory._0294_\[364\],13.58
_06757_,13.56
memory._0294_\[1913\],13.56
memory._0294_\[965\],13.56
_01799_,13.54
_04243_,13.54
memory._0294_\[1001\],13.54
net437,13.54
_02705_,13.52
_04158_,13.52
_04578_,13.52
memory._0294_\[1543\],13.52
memory._0294_\[1834\],13.52
memory._0294_\[1842\],13.52
_04800_,13.515
_00556_,13.5
_03013_,13.5
_03865_,13.5
_04555_,13.5
i2c_master.byte_ctrl.bit_ctrl._098_,13.5
memory._0294_\[1069\],13.5
memory._0294_\[1886\],13.5
memory._0294_\[472\],13.48
_02678_,13.46
_04017_,13.46
_05853_,13.46
memory._0294_\[1442\],13.46
memory._0294_\[1678\],13.46
memory._0294_\[1720\],13.46
_05259_,13.45
_02054_,13.44
_06046_,13.44
_03564_,13.42
memory._0294_\[1351\],13.42
memory._0294_\[154\],13.42
_04674_,13.4
memory._0294_\[1612\],13.4
memory._0294_\[1650\],13.4
memory._0294_\[1993\],13.4
_03307_,13.38
_03848_,13.38
_03850_,13.38
_04131_,13.38
_094_\[26\],13.38
memory._0290_\[25\],13.38
memory._0294_\[1178\],13.38
memory._0294_\[1719\],13.38
memory._0294_\[1858\],13.38
memory._0294_\[442\],13.38
memory._0294_\[689\],13.38
net533,13.38
memory._0294_\[1285\],13.36
memory._0294_\[243\],13.36
memory._0294_\[1548\],13.34
net780,13.34
memory._0294_\[1413\],13.325
_05207_,13.32
_06050_,13.32
_03405_,13.3
_04905_,13.3
_05290_,13.3
i2c_master._66_\[3\],13.3
memory._0294_\[1725\],13.3
memory._0294_\[880\],13.3
_06594_,13.26
memory._0294_\[1051\],13.26
memory._0294_\[1430\],13.26
memory._0294_\[1770\],13.26
memory._0294_\[1775\],13.26
memory._0294_\[791\],13.26
memory._0294_\[824\],13.26
_05424_,13.24
memory._0294_\[179\],13.22
memory._0294_\[2006\],13.22
_03704_,13.2
_04379_,13.2
memory._0294_\[463\],13.2
_07121_,13.18
memory._0294_\[1241\],13.18
memory._0294_\[381\],13.18
memory._0294_\[743\],13.18
memory._0294_\[511\],13.16
_00227_,13.14
memory._0294_\[1263\],13.14
memory._0294_\[325\],13.14
memory._0294_\[362\],13.14
memory._0294_\[485\],13.14
memory._0294_\[654\],13.14
memory._0294_\[737\],13.14
_03997_,13.12
memory._0294_\[166\],13.12
memory._0294_\[77\],13.12
_01326_,13.1
_04063_,13.1
_07310_,13.1
memory._0294_\[1346\],13.1
memory._0294_\[819\],13.1
memory._0294_\[875\],13.1
_03089_,13.095
_00131_,13.085
_03827_,13.08
_04023_,13.08
_05392_,13.08
_01679_,13.06
_02517_,13.06
_05471_,13.06
_05914_,13.06
_05921_,13.06
memory._0294_\[1757\],13.06
memory._0294_\[563\],13.06
_02766_,13.04
_04304_,13.04
_08038_,13.04
memory._0294_\[516\],13.04
memory._0294_\[647\],13.04
_02716_,13.035
memory._0294_\[1013\],13.02
memory._0294_\[470\],13.02
memory._0294_\[56\],13
memory._0294_\[822\],13
_00136_,12.985
memory._0294_\[714\],12.98
memory._0295_\[7\],12.98
_03170_,12.96
_03360_,12.96
_03884_,12.96
_05788_,12.96
memory._0294_\[1294\],12.96
memory._0294_\[466\],12.96
_03985_,12.94
_07889_,12.94
_095_\[16\],12.94
net616,12.94
_00240_,12.92
_03486_,12.92
_05111_,12.92
memory._0294_\[1602\],12.92
memory._0294_\[1907\],12.92
memory._0294_\[231\],12.92
memory._0294_\[346\],12.92
memory._0294_\[538\],12.92
memory._0294_\[585\],12.92
memory._0294_\[638\],12.92
memory._0294_\[696\],12.92
memory._0294_\[475\],12.9
_03406_,12.88
_03592_,12.88
_03611_,12.88
_04094_,12.88
_05446_,12.88
_06598_,12.88
memory._0294_\[1032\],12.88
memory._0294_\[1477\],12.88
memory._0294_\[1613\],12.88
memory._0294_\[202\],12.88
memory._0294_\[562\],12.88
memory._0294_\[710\],12.88
memory._0294_\[2037\],12.87
_01713_,12.86
_02404_,12.86
_04909_,12.86
_01726_,12.84
_04144_,12.84
_05956_,12.84
memory._0294_\[1631\],12.84
net717,12.84
_03069_,12.82
_04090_,12.82
_04405_,12.82
memory._0294_\[1042\],12.8
memory._0294_\[1136\],12.8
memory._0294_\[1145\],12.8
memory._0294_\[1662\],12.8
memory._0294_\[906\],12.8
_06568_,12.78
memory._0294_\[1958\],12.78
memory._0294_\[2009\],12.78
_04205_,12.76
_04384_,12.76
memory._0294_\[1003\],12.76
memory._0294_\[2003\],12.76
memory._0294_\[727\],12.76
net1499,12.76
_00320_,12.74
_02128_,12.74
_05599_,12.74
_03395_,12.72
_07711_,12.72
memory._0294_\[1339\],12.72
memory._0294_\[449\],12.72
net1328,12.72
_01676_,12.7
_05230_,12.7
_07127_,12.7
memory._0290_\[31\],12.7
memory._0294_\[1471\],12.7
_096_\[16\],12.69
_01346_,12.68
_04839_,12.68
memory._0294_\[1924\],12.68
memory._0294_\[402\],12.68
memory._0294_\[557\],12.68
net505,12.68
_02008_,12.66
_06835_,12.66
_08026_,12.66
memory._0294_\[1783\],12.66
_03293_,12.64
_05915_,12.64
memory._0294_\[487\],12.64
net1306,12.64
_02127_,12.62
_02146_,12.62
_03963_,12.62
_04065_,12.62
_06539_,12.62
memory._0294_\[1015\],12.62
memory._0294_\[966\],12.62
memory._0294_\[1714\],12.61
memory._0294_\[632\],12.6
memory._0294_\[868\],12.6
_02874_,12.58
_03374_,12.58
_04172_,12.58
_06171_,12.58
_061_\[1\],12.58
_07307_,12.58
i2c_master.byte_ctrl._101_,12.58
i2c_master.byte_ctrl.bit_ctrl._048_,12.58
memory._0294_\[10\],12.58
memory._0294_\[1382\],12.58
memory._0294_\[1669\],12.58
_04751_,12.56
memory._0294_\[148\],12.56
memory._0294_\[47\],12.56
memory._0294_\[682\],12.56
_03035_,12.54
_03463_,12.54
_05220_,12.54
i2c_master.byte_ctrl.bit_ctrl._154_\[3\],12.54
memory._0294_\[66\],12.54
memory._0294_\[866\],12.54
_02614_,12.52
_04507_,12.52
_06168_,12.52
_07894_,12.52
memory._0294_\[380\],12.52
memory._0294_\[590\],12.52
_05398_,12.5
_06098_,12.5
memory._0294_\[1522\],12.5
memory._0294_\[1781\],12.5
memory._0294_\[616\],12.5
_02780_,12.48
_03229_,12.48
_05321_,12.48
_06239_,12.48
_06356_,12.48
_03442_,12.46
memory._0294_\[1216\],12.46
memory._0294_\[1268\],12.46
memory._0294_\[1378\],12.46
memory._0294_\[1693\],12.46
memory._0294_\[1895\],12.46
memory._0294_\[1905\],12.46
memory._0294_\[755\],12.46
net1459,12.46
_02806_,12.44
memory._0294_\[1778\],12.42
_05264_,12.4
_07853_,12.4
_00974_,12.38
_04737_,12.38
_04777_,12.38
_05531_,12.38
_07227_,12.38
memory._0294_\[1073\],12.38
memory._0294_\[1165\],12.38
memory._0294_\[1890\],12.38
memory._0294_\[1893\],12.38
memory._0294_\[354\],12.38
memory._0294_\[648\],12.38
net1329,12.38
_02659_,12.36
_01710_,12.34
_02803_,12.34
_04904_,12.34
memory._0294_\[15\],12.34
memory._0294_\[1616\],12.34
memory._0294_\[1906\],12.34
memory._0294_\[36\],12.34
memory._0294_\[713\],12.34
net824,12.34
_00101_,12.32
_06746_,12.32
memory._0294_\[1754\],12.32
_00962_,12.3
memory._0294_\[1170\],12.3
memory._0294_\[1376\],12.3
memory._0294_\[1404\],12.3
memory._0294_\[1422\],12.3
memory._0294_\[1645\],12.3
memory._0294_\[1995\],12.3
memory._0294_\[2043\],12.3
memory._0294_\[726\],12.3
_01648_,12.28
_02267_,12.28
_03505_,12.28
i2c_master.byte_ctrl.bit_ctrl._091_\[2\],12.28
memory._0294_\[1324\],12.28
memory._0294_\[1356\],12.28
memory._0294_\[194\],12.28
_02132_,12.26
_02738_,12.26
net1406,12.26
_02633_,12.24
_03333_,12.24
_03737_,12.24
_04658_,12.24
_05902_,12.24
_06244_,12.24
memory._0294_\[369\],12.24
net457,12.24
_03193_,12.22
_06860_,12.22
memory._0294_\[1124\],12.22
memory._0294_\[1883\],12.22
memory._0294_\[970\],12.22
_05228_,12.2
memory._0294_\[196\],12.2
memory._0294_\[1983\],12.2
memory._0294_\[384\],12.2
memory._0294_\[831\],12.2
_02681_,12.18
_03967_,12.18
_04460_,12.18
_06141_,12.18
_07061_,12.18
i2c_master.byte_ctrl.bit_ctrl._031_\[10\],12.18
i2c_master.byte_ctrl.bit_ctrl._091_\[8\],12.18
memory._0294_\[1440\],12.18
memory._0294_\[766\],12.18
net1004,12.18
memory._0294_\[1604\],12.17
_00159_,12.165
_03167_,12.16
_03569_,12.16
_03851_,12.16
_04026_,12.16
_04173_,12.16
_04445_,12.16
memory._0294_\[1828\],12.155
_00940_,12.14
memory._0294_\[474\],12.14
_05475_,12.13
_01458_,12.12
_03938_,12.12
_04826_,12.12
_05198_,12.12
memory._0294_\[1037\],12.12
memory._0294_\[1316\],12.12
memory._0294_\[379\],12.12
memory._0294_\[708\],12.12
memory._0294_\[735\],12.12
memory._0294_\[76\],12.12
_06268_,12.1
_07305_,12.1
_04973_,12.08
_05035_,12.08
_07056_,12.08
_07760_,12.08
i2c_master._41_,12.08
i2c_master.byte_ctrl._084_,12.08
memory._0294_\[1798\],12.08
memory._0294_\[41\],12.08
_07473_,12.06
_07709_,12.06
_07974_,12.06
memory._0294_\[414\],12.06
net1511,12.06
_05077_,12.05
_03318_,12.04
_04319_,12.04
_07471_,12.04
_07515_,12.04
i2c_master.byte_ctrl.bit_ctrl._031_\[7\],12.04
memory._0294_\[177\],12.04
memory._0294_\[1981\],12.04
memory._0294_\[503\],12.04
_04208_,12.02
_05151_,12.02
_06253_,12.02
_03491_,12
_03896_,12
_04646_,12
memory._0294_\[468\],12
memory._0294_\[501\],12
memory._0294_\[615\],12
memory._0294_\[643\],12
memory._0294_\[723\],12
memory._0294_\[776\],12
memory._0294_\[821\],12
memory._0294_\[847\],12
memory._0294_\[898\],12
_05018_,11.98
_05037_,11.98
memory._0294_\[1864\],11.98
_03959_,11.96
_04941_,11.96
memory._0294_\[1566\],11.96
memory._0294_\[1637\],11.96
memory._0294_\[424\],11.96
memory._0294_\[46\],11.96
memory._0294_\[514\],11.96
memory._0294_\[670\],11.96
memory._0294_\[721\],11.96
_04201_,11.94
_05951_,11.94
_06250_,11.94
_07553_,11.94
_07586_,11.94
_07730_,11.94
_07837_,11.94
net763,11.94
_01271_,11.92
_03139_,11.92
memory._0294_\[1391\],11.92
memory._0294_\[1749\],11.92
memory._0294_\[1872\],11.92
memory._0294_\[94\],11.92
memory._0294_\[157\],11.9
_05908_,11.88
memory._0294_\[1065\],11.88
memory._0294_\[1654\],11.88
memory._0294_\[1673\],11.88
memory._0294_\[1761\],11.88
memory._0294_\[215\],11.88
memory._0294_\[403\],11.88
memory._0294_\[741\],11.88
memory._0294_\[905\],11.88
_04770_,11.86
memory._0294_\[1220\],11.86
_03396_,11.84
_03824_,11.84
_04135_,11.84
memory._0294_\[1668\],11.84
memory._0294_\[1802\],11.84
memory._0294_\[1962\],11.84
memory._0294_\[987\],11.84
net817,11.84
net936,11.84
_02062_,11.82
_06536_,11.82
memory._0294_\[1337\],11.82
_02750_,11.8
_02802_,11.8
_07982_,11.8
memory._0294_\[1243\],11.8
memory._0294_\[517\],11.8
memory._0294_\[598\],11.8
memory._0294_\[688\],11.8
_04494_,11.78
_05986_,11.78
_06887_,11.78
_07480_,11.78
memory._0294_\[1921\],11.78
memory._0294_\[810\],11.78
_04724_,11.76
memory._0294_\[1091\],11.76
memory._0294_\[1881\],11.76
memory._0294_\[347\],11.76
_02599_,11.74
_03339_,11.74
_06853_,11.74
_07115_,11.74
memory._0294_\[1372\],11.74
_05197_,11.72
_06864_,11.72
_07849_,11.72
_07971_,11.72
_01827_,11.7
_01958_,11.7
_02124_,11.7
_04381_,11.7
_04428_,11.7
_04634_,11.7
_04642_,11.7
_06049_,11.7
_07813_,11.7
_07919_,11.7
memory._0294_\[897\],11.7
memory._0294_\[948\],11.7
net569,11.7
_04437_,11.69
memory._0294_\[1005\],11.68
_02719_,11.66
_02751_,11.66
_03576_,11.66
_04426_,11.66
_05923_,11.66
_05957_,11.66
memory._0294_\[1057\],11.66
memory._0294_\[1082\],11.66
memory._0294_\[1194\],11.66
memory._0294_\[1452\],11.66
memory._0294_\[1611\],11.66
memory._0294_\[1944\],11.66
memory._0294_\[2027\],11.66
memory._0294_\[236\],11.66
memory._0294_\[368\],11.66
memory._0294_\[408\],11.66
net1572,11.66
_07074_,11.64
_07527_,11.64
_02733_,11.62
_05020_,11.62
_05255_,11.62
_06394_,11.62
_07996_,11.62
memory._0294_\[1758\],11.62
memory._0294_\[34\],11.62
_02436_,11.6
_02702_,11.6
_03060_,11.6
_04071_,11.6
_04509_,11.6
_05911_,11.6
_06085_,11.6
_07015_,11.6
_07491_,11.6
_07524_,11.6
_07676_,11.6
_08019_,11.6
memory._0294_\[1839\],11.6
memory._0294_\[704\],11.6
_03290_,11.58
_03610_,11.58
_04275_,11.58
_06115_,11.58
memory._0294_\[1869\],11.58
memory._0294_\[1891\],11.58
memory._0294_\[609\],11.58
memory._0294_\[618\],11.58
memory._0294_\[681\],11.58
memory._0294_\[975\],11.58
net441,11.56
net645,11.56
_04490_,11.54
memory._0294_\[141\],11.54
memory._0294_\[1923\],11.54
memory._0294_\[535\],11.54
memory._0294_\[667\],11.54
memory._0294_\[668\],11.54
memory._0294_\[825\],11.54
_03240_,11.52
memory._0294_\[1103\],11.52
memory._0294_\[910\],11.52
memory._0294_\[1558\],11.5
memory._0294_\[310\],11.5
memory._0294_\[339\],11.5
memory._0294_\[811\],11.5
memory._0294_\[922\],11.5
net768,11.5
memory._0294_\[1363\],11.495
memory._0294_\[707\],11.485
_02631_,11.48
_07132_,11.48
net1465,11.48
_04307_,11.46
_05050_,11.46
memory._0294_\[1423\],11.46
memory._0294_\[1537\],11.46
memory._0294_\[311\],11.46
memory._0294_\[340\],11.46
memory._0294_\[716\],11.46
memory._0389_,11.46
_01449_,11.44
_04086_,11.42
_095_\[11\],11.42
memory._0294_\[1054\],11.42
memory._0294_\[1090\],11.42
memory._0294_\[1491\],11.42
memory._0294_\[1665\],11.42
memory._0294_\[1722\],11.42
memory._0294_\[1800\],11.42
memory._0294_\[1899\],11.42
memory._0294_\[292\],11.42
memory._0294_\[635\],11.42
memory._0294_\[782\],11.42
net1542,11.4
_03397_,11.38
_04203_,11.38
_04269_,11.38
_04639_,11.38
_06801_,11.38
memory._0294_\[125\],11.38
memory._0294_\[1554\],11.38
memory._0294_\[398\],11.38
memory._0294_\[467\],11.38
memory._0294_\[580\],11.38
memory._0294_\[739\],11.38
_00107_,11.36
_01996_,11.36
_04659_,11.36
_05469_,11.36
_06419_,11.36
_095_\[0\],11.35
_03902_,11.34
_04602_,11.34
_06287_,11.34
memory._0294_\[1822\],11.34
memory._0294_\[827\],11.34
_03529_,11.32
_03791_,11.32
_03974_,11.32
_04462_,11.32
_04638_,11.32
memory._0294_\[1579\],11.32
memory._0294_\[1837\],11.32
memory._0294_\[1\],11.32
memory._0294_\[758\],11.32
_02450_,11.3
i2c_master.byte_ctrl.bit_ctrl._154_\[5\],11.3
memory._0294_\[1095\],11.3
memory._0294_\[80\],11.3
memory._0294_\[979\],11.3
_04610_,11.28
_06712_,11.28
_07430_,11.28
_07440_,11.28
memory._0294_\[1672\],11.28
memory._0294_\[1753\],11.28
memory._0294_\[20\],11.28
memory._0294_\[371\],11.28
memory._0295_\[4\],11.28
_03633_,11.26
_03961_,11.26
_05751_,11.26
_05804_,11.26
_06314_,11.26
_06540_,11.26
_06600_,11.26
_06657_,11.26
memory._0294_\[1024\],11.26
_03304_,11.24
_03402_,11.24
_03984_,11.24
_05928_,11.24
_07403_,11.24
_07942_,11.24
memory._0294_\[443\],11.24
memory._0294_\[492\],11.24
memory._0294_\[498\],11.24
_00939_,11.22
memory._0294_\[1371\],11.22
memory._0294_\[763\],11.22
memory._0294_\[814\],11.22
_01089_,11.2
_02414_,11.2
_03598_,11.2
_05279_,11.2
_05640_,11.2
_07657_,11.2
_07679_,11.2
memory._0294_\[1466\],11.2
memory._0294_\[1860\],11.2
memory._0294_\[2004\],11.2
memory._0294_\[2029\],11.2
memory._0294_\[324\],11.2
memory._0294_\[671\],11.2
memory._0294_\[740\],11.2
net1379,11.2
_02294_,11.18
_04804_,11.18
_05113_,11.18
_06597_,11.18
_07164_,11.18
memory._0294_\[1260\],11.18
memory._0294_\[1312\],11.18
memory._0294_\[2045\],11.18
memory._0294_\[669\],11.18
_02661_,11.16
_05215_,11.16
_05277_,11.16
_05456_,11.16
i2c_master.byte_ctrl.bit_ctrl._091_\[11\],11.16
i2c_master.byte_ctrl.bit_ctrl._091_\[5\],11.16
memory._0294_\[1306\],11.16
memory._0294_\[1991\],11.16
_04485_,11.14
_05515_,11.14
memory._0294_\[1047\],11.14
net687,11.14
_04333_,11.12
_04432_,11.12
_04493_,11.12
_07043_,11.12
memory._0294_\[1765\],11.12
memory._0294_\[2017\],11.12
net1285,11.12
_05231_,11.1
_05725_,11.1
net1000,11.1
net1570,11.1
_02942_,11.08
_04085_,11.08
_04625_,11.08
_04747_,11.08
memory._0294_\[1137\],11.08
memory._0294_\[1212\],11.08
memory._0294_\[140\],11.08
memory._0294_\[1494\],11.08
memory._0294_\[2014\],11.08
memory._0294_\[848\],11.08
memory._0294_\[976\],11.08
net722,11.08
memory._0294_\[919\],11.06
_03009_,11.04
_03172_,11.04
_04408_,11.04
_04411_,11.04
memory._0294_\[1066\],11.04
memory._0294_\[1228\],11.04
memory._0294_\[1334\],11.04
memory._0294_\[1387\],11.04
memory._0294_\[1453\],11.04
memory._0294_\[2016\],11.04
memory._0294_\[574\],11.04
memory._0294_\[812\],11.04
memory._0294_\[933\],11.04
memory._0294_\[1836\],11.03
_03953_,11.02
_04542_,11.02
_05961_,11.02
_05985_,11.02
net1423,11.02
_04268_,11
_06868_,11
_07336_,11
_07956_,11
memory._0294_\[1020\],11
memory._0294_\[1116\],11
memory._0294_\[1138\],11
memory._0294_\[1542\],11
memory._0294_\[1791\],11
memory._0294_\[1856\],11
memory._0294_\[508\],11
memory._0294_\[566\],11
memory._0294_\[902\],10.99
_02686_,10.98
memory._0294_\[973\],10.98
_03926_,10.96
_06728_,10.96
memory._0294_\[1946\],10.96
memory._0294_\[287\],10.96
memory._0294_\[729\],10.96
_02016_,10.92
_03958_,10.92
memory._0294_\[460\],10.92
net1546,10.92
_00961_,10.9
_01774_,10.9
_02364_,10.9
_04285_,10.9
_04495_,10.9
_08001_,10.9
memory._0294_\[101\],10.9
memory._0294_\[2021\],10.9
memory._0294_\[879\],10.9
net1100,10.9
_03004_,10.88
_05532_,10.88
_07438_,10.88
_07656_,10.88
net394,10.88
_00133_,10.86
_01419_,10.86
_01537_,10.86
_02369_,10.86
_03302_,10.86
_03680_,10.86
_04244_,10.86
_04390_,10.86
_04792_,10.86
_04977_,10.86
_06122_,10.86
_06829_,10.86
_07512_,10.86
_07648_,10.86
memory._0294_\[1053\],10.86
memory._0294_\[1097\],10.86
memory._0294_\[1102\],10.86
memory._0294_\[1480\],10.86
memory._0294_\[1738\],10.86
memory._0294_\[1766\],10.86
memory._0294_\[1799\],10.86
memory._0294_\[60\],10.86
memory._0294_\[864\],10.86
_03667_,10.84
memory._0294_\[603\],10.84
memory._0294_\[767\],10.84
_02006_,10.82
_06475_,10.82
memory._0294_\[1330\],10.82
memory._0294_\[1610\],10.82
memory._0294_\[1792\],10.82
memory._0294_\[350\],10.82
memory._0294_\[558\],10.82
memory._0294_\[771\],10.82
memory._0294_\[881\],10.82
_03560_,10.805
_02466_,10.8
_03661_,10.8
_05674_,10.8
_06553_,10.8
memory._0294_\[461\],10.8
net466,10.8
memory._0294_\[1202\],10.795
_03271_,10.78
_03470_,10.78
_03725_,10.78
_04124_,10.78
_04245_,10.78
_04535_,10.78
_04665_,10.78
_05796_,10.78
memory._0294_\[135\],10.78
memory._0294_\[315\],10.78
memory._0294_\[1867\],10.76
_03490_,10.74
_03621_,10.74
_03686_,10.74
_04322_,10.74
_04999_,10.74
_05143_,10.74
_05486_,10.74
_06061_,10.74
_06914_,10.74
i2c_master.byte_ctrl.bit_ctrl._091_\[13\],10.74
memory._0294_\[1469\],10.74
net856,10.74
net1036,10.74
_06454_,10.72
_06509_,10.72
_07990_,10.72
memory._0294_\[1159\],10.72
memory._0294_\[170\],10.72
_02479_,10.7
memory._0294_\[1526\],10.7
memory._0294_\[71\],10.7
_02636_,10.68
_04831_,10.68
_06843_,10.68
_02927_,10.66
_03156_,10.66
_03536_,10.66
_03795_,10.66
_03817_,10.66
_03925_,10.66
_04502_,10.66
_05440_,10.66
_08029_,10.66
memory._0294_\[1379\],10.66
memory._0294_\[238\],10.66
memory._0294_\[738\],10.66
net417,10.66
_04538_,10.64
memory._0294_\[1815\],10.64
memory._0294_\[900\],10.64
_00621_,10.62
memory._0294_\[1050\],10.62
memory._0294_\[1348\],10.62
memory._0294_\[1539\],10.62
memory._0294_\[200\],10.62
memory._0294_\[2038\],10.62
memory._0294_\[278\],10.62
memory._0294_\[634\],10.62
memory._0294_\[673\],10.62
memory._0294_\[903\],10.62
memory._0294_\[954\],10.62
_00558_,10.6
_00099_,10.58
_01610_,10.58
_03715_,10.58
_03885_,10.58
_05114_,10.58
i2c_master.byte_ctrl.bit_ctrl._150_,10.58
memory._0294_\[1335\],10.58
memory._0294_\[1823\],10.58
memory._0294_\[1938\],10.58
